name,city,city_id,locality,cuisines,average_cost_for_two,currency,price_range_Rs,rating_text,votes,delivery,aggregate_rating
7 Spices,Ajmer,11303,Dhola Bhata Colony,"North Indian, Roast Chicken, BBQ, Mughlai, Charcoal Chicken, Kebab",500,Rs.,2000,Very Good,178,Yes,4.2
Burger King,Ajmer,11303,"City Square Mall, Panchsheel Nagar","Burger, Fast Food, Beverages",500,Rs.,2000,Very Good,169,No,4.2
Roll Express,Ajmer,11303,Ana Sagar Lake,"Momos, Roast Chicken, BBQ, Rolls, Afghan",300,Rs.,1000,Very Good,194,No,4.3
Ambrosia Restaurant,Ajmer,11303,Ana Sagar Lake,North Indian,600,Rs.,2000,Good,112,No,3.9
Mango Curry,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Italian, North Indian, Chinese, BBQ, Kebab",1000,Rs.,3000,Excellent,275,Yes,4.5
Crazy Tales,Ajmer,11303,Ana Sagar Lake,"Salad, Chinese, Sandwich, Beverages, North Indian, Burger, Desserts, Pizza",500,Rs.,2000,Good,86,No,3.8
WTF What's The Food,Ajmer,11303,Ana Sagar Lake,Fast Food,250,Rs.,1000,Good,169,Yes,3.9
Roll Street,Ajmer,11303,Ana Sagar Lake,Rolls,200,Rs.,1000,Very Good,157,No,4
Mr Beans Pizza,Ajmer,11303,Ana Sagar Lake,Pizza,400,Rs.,2000,Good,170,No,3.5
Pizzeria By Mango Masala,Ajmer,11303,Ana Sagar Lake,"Italian, Pizza",500,Rs.,2000,Very Good,100,No,4
Honeydew,Ajmer,11303,Railway Quarters ,"Continental, South Indian, Fast Food, North Indian, Chinese, Mughlai",600,Rs.,2000,Very Good,103,No,4.3
Kha Lo,Ajmer,11303,Ana Sagar Lake,"Burger, Beverages, Fast Food, Sandwich, Italian, Pizza, Chinese",150,Rs.,1000,Very Good,146,Yes,4.2
Sunny Di Hatti Amritsari,Ajmer,11303,Ana Sagar Lake,"Beverages, Fast Food, North Indian, Chinese",400,Rs.,2000,Very Good,123,Yes,4.3
Paapi पेट The Restaurant,Ajmer,11303,Ana Sagar Lake,"Biryani, Roast Chicken, North Indian, Mughlai",200,Rs.,1000,Very Good,153,Yes,4
Pizza Hut,Ajmer,11303,Ana Sagar Lake,"Pizza, Fast Food, Italian",600,Rs.,2000,Good,203,Yes,3.8
Subway,Ajmer,11303,Ana Sagar Lake,"Fast Food, Healthy Food, Sandwich, Salad",500,Rs.,2000,Very Good,109,No,4.1
Arora's Restaurant,Ajmer,11303,Ana Sagar Lake,"BBQ, Chinese, Roast Chicken, North Indian, Kebab, Afghan, Mughlai",400,Rs.,2000,Very Good,76,No,4
Coffo Holic,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Cafe, Italian, North Indian, Bakery, BBQ, Afghan",600,Rs.,2000,Very Good,98,Yes,4
Bambaiya Vada Paw,Ajmer,11303,Ana Sagar Lake,Fast Food,150,Rs.,1000,Very Good,73,No,4
Ashu Sweets And Bakers,Ajmer,11303,Adarsh Nagar,"Mithai, Bakery, Fast Food",250,Rs.,1000,Good,27,No,3.7
Kesar,Ajmer,11303,Kotra,"Mexican, South Indian, Fast Food, Desserts, Italian, North Indian, Chinese, Rajasthani",500,Rs.,2000,Very Good,71,No,4.1
Mamaji's Chicken Point,Ajmer,11303,Ana Sagar Lake,"North Indian, Roast Chicken, BBQ, Mughlai, Kebab, Awadhi",450,Rs.,2000,Good,108,Yes,3.9
Baawarchi Brothers,Ajmer,11303,Ana Sagar Lake,"Rajasthani, Biryani, Sandwich, Fast Food, Beverages, Burger",350,Rs.,2000,Very Good,55,No,4
Karim's Restaurant,Ajmer,11303,Pal Bhichala,Mughlai,500,Rs.,2000,Very Good,77,Yes,4
Happiness By Bake My Day,Ajmer,11303,Adarsh Nagar,"Bakery, Fast Food",500,Rs.,2000,Good,91,No,3.8
Don Tomato,Ajmer,11303,Ana Sagar Lake,"Chinese, Sandwich, Fast Food, North Indian, Burger, Rolls, Pizza, South Indian",150,Rs.,1000,Very Good,77,Yes,4
The Rolls Yard,Ajmer,11303,Railway Quarters ,"Momos, Fast Food, North Indian, Rolls",300,Rs.,1000,Good,43,No,3.6
Havmor,Ajmer,11303,Ana Sagar Lake,"North Indian, Pizza, Biryani",800,Rs.,3000,Average,68,Yes,2.5
Mast Punjabi Tadka,Ajmer,11303,Ram Ganj,North Indian,300,Rs.,1000,Very Good,71,No,4
The Tandoor Restaurant,Ajmer,11303,Ana Sagar Lake,"North Indian, Biryani, Chinese",300,Rs.,1000,Good,65,Yes,3.8
Pandit Restaurant,Ajmer,11303,Ana Sagar Lake,"Biryani, North Indian",250,Rs.,1000,Very Good,69,No,4.4
Love Cafetaria,Ajmer,11303,Ana Sagar Lake,"Beverages, South Indian, Fast Food, Sandwich, Pizza, Chinese",100,Rs.,1000,Good,82,Yes,3.8
Chawla's,Ajmer,11303,Ana Sagar Lake,North Indian,300,Rs.,1000,Good,68,No,3.9
Simple Lounge & Family Restaurant,Ajmer,11303,Adarsh Nagar,"Fast Food, North Indian",300,Rs.,1000,Good,61,No,3.7
Pizza Hutt,Ajmer,11303,"Shrinath Mall, Ana Sagar Lake","Pizza, Fast Food, Italian",600,Rs.,2000,Good,48,No,3.6
Striker,Ajmer,11303,Panchsheel Nagar,"Fast Food, North Indian",250,Rs.,1000,Very Good,77,Yes,4
Chicken King,Ajmer,11303,Railway Quarters ,North Indian,200,Rs.,1000,Very Good,75,Yes,4
Bombay Chowpatty,Ajmer,11303,Ram Ganj,"North Indian, Street Food",150,Rs.,1000,Good,60,Yes,3.9
Raj Thali,Ajmer,11303,Adarsh Nagar,North Indian,150,Rs.,1000,Good,47,No,3.8
Manoj's Kake De Hatti,Ajmer,11303,Ana Sagar Lake,North Indian,400,Rs.,2000,Good,63,No,3.6
Sindh Punjab Dhaba,Ajmer,11303,Ana Sagar Lake,"North Indian, Rajasthani",400,Rs.,2000,Good,50,No,3.5
Rajdeep Family Restaurant,Ajmer,11303,Railway Quarters ,"Fast Food, North Indian",300,Rs.,1000,Good,46,No,3.5
FYI,Ajmer,11303,Ana Sagar Lake,Fast Food,200,Rs.,1000,Very Good,63,No,4
Cafe CSM,Ajmer,11303,Panchsheel Nagar,"South Indian, Fast Food, Italian, North Indian, Chinese, Coffee",300,Rs.,1000,Good,54,No,3.7
Vaishali Restaurant,Ajmer,11303,Ana Sagar Lake,North Indian,150,Rs.,1000,Good,30,No,3.7
Shamby's Cafe,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Cafe, Pizza, Chinese, Coffee",200,Rs.,1000,Good,51,0,3.5
Fry Hood,Ajmer,11303,Ana Sagar Lake,Fast Food,200,Rs.,1000,Average,6,Yes,3.4
Pizza Point,Ajmer,11303,Railway Quarters ,"Pizza, Fast Food",250,Rs.,1000,Good,82,Yes,3.7
Thakurani Da Dhaba,Ajmer,11303,Ana Sagar Lake,North Indian,350,Rs.,2000,Average,47,No,2.8
Mast Mahadev Dhaba,Ajmer,11303,Ana Sagar Lake,"Fast Food, North Indian",300,Rs.,1000,Good,63,No,3.7
Krishna Family Dhaba,Ajmer,11303,Ram Ganj,"Fast Food, North Indian, Chinese, Rajasthani",500,Rs.,2000,Good,31,No,3.8
Manoj's Kake Di Hatti,Ajmer,11303,Dhola Bhata Colony,"Fast Food, North Indian, Rajasthani",400,Rs.,2000,Average,52,No,3.4
Goyal Fast Food,Ajmer,11303,Kundan Nagar,"Fast Food, Pizza, Chinese",200,Rs.,1000,Good,41,Yes,3.8
Manoj's Kake Di Hatti,Ajmer,11303,Ana Sagar Lake,"North Indian, Rajasthani",200,Rs.,1000,Average,46,No,3.4
Pehli Manzil,Ajmer,11303,Railway Quarters ,"Continental, Biryani, Beverages, South Indian, Italian, North Indian, Chinese, Rajasthani",300,Rs.,1000,Good,55,No,3.8
Punjabi Tadka,Ajmer,11303,Ana Sagar Lake,Mughlai,250,Rs.,1000,Good,67,Yes,3.6
Bhola Restaurant,Ajmer,11303,Ana Sagar Lake,North Indian,200,Rs.,1000,Average,39,No,2.8
Midtown Grill,Ajmer,11303,Ana Sagar Lake,"North Indian, Chinese",600,Rs.,2000,Average,38,Yes,3.3
Malgudi Day's,Ajmer,11303,Panchsheel Nagar,North Indian,150,Rs.,1000,Good,39,No,3.8
Daurani Jethani Ki Rasoi,Ajmer,11303,Ana Sagar Lake,"Fast Food, Sandwich, Pizza, North Indian, Chinese",250,Rs.,1000,Good,51,No,3.6
Romy's Fine Dine,Ajmer,11303,Ana Sagar Lake,"Chinese, North Indian, Pizza, Biryani",800,Rs.,3000,Good,53,Yes,3.7
Gully Boy,Ajmer,11303,Ana Sagar Lake,Chinese,200,Rs.,1000,Good,33,Yes,3.8
The London Shakes,Ajmer,11303,Ana Sagar Lake,"Beverages, Fast Food",300,Rs.,1000,Good,35,No,3.9
Olive Kitchen,Ajmer,11303,Ana Sagar Lake,"Biryani, Italian, North Indian, Salad, Afghan, Kebab",700,Rs.,2000,Good,47,Yes,3.5
Chaska,Ajmer,11303,Kotra,North Indian,0,Rs.,1000,Good,47,Yes,3.5
7th Heaven,Ajmer,11303,Ana Sagar Lake,"North Indian, Desserts, Burger",250,Rs.,1000,Average,18,No,2.9
Status By Silver Leaf,Ajmer,11303,Ana Sagar Lake,North Indian,600,Rs.,2000,Good,52,No,3.9
Shiv Mahima Rajasthani Tadka,Ajmer,11303,Ana Sagar Lake,North Indian,200,Rs.,1000,Good,24,No,3.8
Naya Thikana Restaurant,Ajmer,11303,Ana Sagar Lake,North Indian,250,Rs.,1000,Good,48,Yes,3.8
Masala Basket,Ajmer,11303,Railway Quarters ,"Beverages, Desserts, North Indian, Chinese, Rajasthani",250,Rs.,1000,Good,36,Yes,3.7
Jai Hind Restaurant,Ajmer,11303,Railway Quarters ,"South Indian, Chinese",300,Rs.,1000,Good,29,No,3.6
Meet Heights,Ajmer,11303,Hathi Khera,Fast Food,500,Rs.,2000,Good,18,No,3.5
Hotel Star and Restaurant,Ajmer,11303,Boraj Kazipura,"Street Food, Tea, Beverages, North Indian, Chinese, Salad, Coffee",300,Rs.,1000,Good,29,No,3.5
Kha lo (Non -Veg),Ajmer,11303,Ana Sagar Lake,"Fast Food, North Indian, Chinese, Mughlai",150,Rs.,1000,Good,32,Yes,3.6
Sarveshwar Vaishnav Dhaba,Ajmer,11303,Pal Bhichala,North Indian,150,Rs.,1000,Good,23,No,3.6
Riviera Restaurant,Ajmer,11303,Boraj Kazipura,"Biryani, North Indian, Chinese",500,Rs.,2000,Good,42,No,3.5
Roll Express,Ajmer,11303,Dhola Bhata Colony,"Momos, Roast Chicken, BBQ, Rolls, Afghan",300,Rs.,1000,Good,19,Yes,3.6
Ashu Sweets,Ajmer,11303,Ram Ganj,"Mithai, Bakery, Fast Food",250,Rs.,1000,Average,12,No,3.4
Annapurna Veg Restaurant,Ajmer,11303,Dhola Bhata Colony,North Indian,250,Rs.,1000,Good,26,Yes,3.7
Balaji Soya Chaap,Ajmer,11303,Kotra,Street Food,150,Rs.,1000,Average,14,Yes,3.4
Momos Mania,Ajmer,11303,Dhola Bhata Colony,"Burger, Fast Food, Pizza, Chinese",150,Rs.,1000,Good,41,Yes,3.7
The Curry And Spices,Ajmer,11303,Ana Sagar Lake,"North Indian, Fast Food",250,Rs.,1000,Good,23,No,3.6
Anurag Restaurant,Ajmer,11303,Pal Bhichala,"Fast Food, Cafe, Desserts, Sandwich, North Indian, Chinese, Ice Cream",250,Rs.,1000,Average,17,No,3.2
Brown Bake,Ajmer,11303,Kotra,"Mexican, Beverages, Fast Food, Cafe, Italian, North Indian, Chinese, Bakery",350,Rs.,2000,Good,52,No,3.7
Beach Bay,Ajmer,11303,Kotra,"Chinese, Continental, North Indian",1000,Rs.,3000,Good,6,Yes,3.5
Mango Masala Restaurant,Ajmer,11303,Ana Sagar Lake,"Continental, Beverages, South Indian, Fast Food, Italian, North Indian, Chinese",600,Rs.,2000,Excellent,658,No,4.8
Rasoi,Ajmer,11303,Ana Sagar Lake,"North Indian, South Indian, Continental, Italian, Chinese, Beverages",800,Rs.,3000,Excellent,529,No,4.6
Bansi Wala,Ajmer,11303,Railway Quarters ,"Beverages, Fast Food, North Indian, Chinese, Rajasthani",150,Rs.,1000,Very Good,207,Yes,4.2
Domino's Pizza,Ajmer,11303,Ana Sagar Lake,"Pizza, Fast Food",400,Rs.,2000,Very Good,355,Yes,4
Gangaur Pizza Point,Ajmer,11303,Ana Sagar Lake,"Fast Food, Pizza",600,Rs.,2000,Very Good,426,No,4.4
The Burger Street,Ajmer,11303,Ana Sagar Lake,Fast Food,650,Rs.,2000,Very Good,286,No,4.1
The Big Bunny,Ajmer,11303,Adarsh Nagar,North Indian,300,Rs.,1000,Very Good,160,No,4.1
Mahadev Ka Dhaba,Ajmer,11303,Ana Sagar Lake,"North Indian, Rajasthani",250,Rs.,1000,Good,287,No,3.8
Foodies,Ajmer,11303,Adarsh Nagar,Chinese,150,Rs.,1000,Excellent,203,No,4.5
Guddan Ka Dhaba,Ajmer,11303,Ana Sagar Lake,North Indian,300,Rs.,1000,Very Good,211,No,4.3
Cafe Ate Pm,Ajmer,11303,Dhola Bhata Colony,"Chinese, Cafe, Sandwich, Fast Food, North Indian, Coffee, Desserts, Pizza",300,Rs.,1000,Very Good,171,Yes,4.2
Chick'n express,Ajmer,11303,Ana Sagar Lake,"North Indian, Biryani, Chinese, Kebab, BBQ",200,Rs.,1000,Very Good,242,Yes,4.3
7 Spices,Ajmer,11303,Dhola Bhata Colony,"North Indian, Roast Chicken, BBQ, Mughlai, Charcoal Chicken, Kebab",500,Rs.,2000,Very Good,178,Yes,4.2
Burger King,Ajmer,11303,"City Square Mall, Panchsheel Nagar","Burger, Fast Food, Beverages",500,Rs.,2000,Very Good,169,No,4.2
Roll Express,Ajmer,11303,Ana Sagar Lake,"Momos, Roast Chicken, BBQ, Rolls, Afghan",300,Rs.,1000,Very Good,194,No,4.3
Mango Curry,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Italian, North Indian, Chinese, BBQ, Kebab",1000,Rs.,3000,Excellent,275,Yes,4.5
WTF What's The Food,Ajmer,11303,Ana Sagar Lake,Fast Food,250,Rs.,1000,Good,169,Yes,3.9
Roll Street,Ajmer,11303,Ana Sagar Lake,Rolls,200,Rs.,1000,Very Good,157,No,4
Shankar's Chaat,Ajmer,11303,Ana Sagar Lake,Street Food,60,Rs.,1000,Very Good,83,No,4
Mr Beans Pizza,Ajmer,11303,Ana Sagar Lake,Pizza,400,Rs.,2000,Good,170,No,3.5
Inbox,Ajmer,11303,Pal Bhichala,"Thai, Mexican, Italian",250,Rs.,1000,Good,78,No,3.5
Kebabs & Curries Company,Ajmer,11303,Ana Sagar Lake,"North Indian, Chinese, Mughlai, Rolls",750,Rs.,3000,Very Good,153,No,4.2
Old Mahadev Ka Dhaba,Ajmer,11303,Ana Sagar Lake,"North Indian, Rajasthani",300,Rs.,1000,Average,136,No,3.2
Mamta Sweets,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Italian, Chinese, Bakery, Mithai",400,Rs.,2000,Very Good,119,No,4
Kha Lo,Ajmer,11303,Ana Sagar Lake,"Burger, Beverages, Fast Food, Sandwich, Italian, Pizza, Chinese",150,Rs.,1000,Very Good,146,Yes,4.2
Sunny Di Hatti Amritsari,Ajmer,11303,Ana Sagar Lake,"Beverages, Fast Food, North Indian, Chinese",400,Rs.,2000,Very Good,123,Yes,4.3
Khokha,Ajmer,11303,Ana Sagar Lake,Cafe,600,Rs.,2000,Good,100,No,3.9
Paapi पेट The Restaurant,Ajmer,11303,Ana Sagar Lake,"Biryani, Roast Chicken, North Indian, Mughlai",200,Rs.,1000,Very Good,153,Yes,4
Pizza Hut,Ajmer,11303,Ana Sagar Lake,"Pizza, Fast Food, Italian",600,Rs.,2000,Good,203,Yes,3.8
Ambrosia Restaurant,Ajmer,11303,Ana Sagar Lake,North Indian,600,Rs.,2000,Good,112,No,3.9
Subway,Ajmer,11303,Ana Sagar Lake,"Fast Food, Healthy Food, Sandwich, Salad",500,Rs.,2000,Very Good,109,No,4.1
Arora's Restaurant,Ajmer,11303,Ana Sagar Lake,"BBQ, Chinese, Roast Chicken, North Indian, Kebab, Afghan, Mughlai",400,Rs.,2000,Very Good,76,No,4
Crazy Tales,Ajmer,11303,Ana Sagar Lake,"Salad, Chinese, Sandwich, Beverages, North Indian, Burger, Desserts, Pizza",500,Rs.,2000,Good,86,No,3.8
Bambaiya Vada Paw,Ajmer,11303,Ana Sagar Lake,Fast Food,150,Rs.,1000,Very Good,73,No,4
Cake Craft By Mango Masala,Ajmer,11303,Ana Sagar Lake,"Desserts, Bakery",470,Rs.,2000,Very Good,98,No,4.2
Pizzeria By Mango Masala,Ajmer,11303,Ana Sagar Lake,"Italian, Pizza",500,Rs.,2000,Very Good,100,No,4
Honeydew,Ajmer,11303,Railway Quarters ,"Continental, South Indian, Fast Food, North Indian, Chinese, Mughlai",600,Rs.,2000,Very Good,103,No,4.3
Tea Connect,Ajmer,11303,Ana Sagar Lake,Cafe,400,Rs.,2000,Very Good,122,No,4
Mamaji's Chicken Point,Ajmer,11303,Ana Sagar Lake,"North Indian, Roast Chicken, BBQ, Mughlai, Kebab, Awadhi",450,Rs.,2000,Good,108,Yes,3.9
Happiness By Bake My Day,Ajmer,11303,Adarsh Nagar,"Bakery, Fast Food",500,Rs.,2000,Good,91,No,3.8
Chatkaraa,Ajmer,11303,Adarsh Nagar,North Indian,300,Rs.,1000,Very Good,74,No,4.1
Coffo Holic,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Cafe, Italian, North Indian, Bakery, BBQ, Afghan",600,Rs.,2000,Very Good,98,Yes,4
Don Tomato,Ajmer,11303,Ana Sagar Lake,"Chinese, Sandwich, Fast Food, North Indian, Burger, Rolls, Pizza, South Indian",150,Rs.,1000,Very Good,77,Yes,4
Ashu Sweets And Bakers,Ajmer,11303,Adarsh Nagar,"Mithai, Bakery, Fast Food",250,Rs.,1000,Good,27,No,3.7
Kesar,Ajmer,11303,Kotra,"Mexican, South Indian, Fast Food, Desserts, Italian, North Indian, Chinese, Rajasthani",500,Rs.,2000,Very Good,71,No,4.1
The Rolls Yard,Ajmer,11303,Railway Quarters ,"Momos, Fast Food, North Indian, Rolls",300,Rs.,1000,Good,43,No,3.6
Manoj's Kake Di Hatti,Ajmer,11303,Railway Quarters ,North Indian,200,Rs.,1000,Average,82,No,3
Mast Punjabi Tadka,Ajmer,11303,Ram Ganj,North Indian,300,Rs.,1000,Very Good,71,No,4
Baawarchi Brothers,Ajmer,11303,Ana Sagar Lake,"Rajasthani, Biryani, Sandwich, Fast Food, Beverages, Burger",350,Rs.,2000,Very Good,55,No,4
Mamta Ice Breaker,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Italian, Chinese",400,Rs.,2000,Good,77,No,3.7
The Tandoor Restaurant,Ajmer,11303,Ana Sagar Lake,"North Indian, Biryani, Chinese",300,Rs.,1000,Good,65,Yes,3.8
Karim's Restaurant,Ajmer,11303,Pal Bhichala,Mughlai,500,Rs.,2000,Very Good,77,Yes,4
Roti Boti,Ajmer,11303,Adarsh Nagar,North Indian,300,Rs.,1000,Good,65,Yes,3.8
Love Cafetaria,Ajmer,11303,Ana Sagar Lake,"Beverages, South Indian, Fast Food, Sandwich, Pizza, Chinese",100,Rs.,1000,Good,82,Yes,3.8
Havmor,Ajmer,11303,Ana Sagar Lake,"North Indian, Pizza, Biryani",800,Rs.,3000,Average,68,Yes,2.5
Chawla's,Ajmer,11303,Ana Sagar Lake,North Indian,300,Rs.,1000,Good,68,No,3.9
Pandit Restaurant,Ajmer,11303,Ana Sagar Lake,"Biryani, North Indian",250,Rs.,1000,Very Good,69,No,4.4
Simple Lounge & Family Restaurant,Ajmer,11303,Adarsh Nagar,"Fast Food, North Indian",300,Rs.,1000,Good,61,No,3.7
Pizza Hutt,Ajmer,11303,"Shrinath Mall, Ana Sagar Lake","Pizza, Fast Food, Italian",600,Rs.,2000,Good,48,No,3.6
Chaat Chatore,Ajmer,11303,Ana Sagar Lake,"Fast Food, Cafe, Pizza, Street Food",100,Rs.,1000,Average,59,No,3.2
Striker,Ajmer,11303,Panchsheel Nagar,"Fast Food, North Indian",250,Rs.,1000,Very Good,77,Yes,4
Balaji Juice,Ajmer,11303,Ana Sagar Lake,Beverages,100,Rs.,1000,Good,61,No,3.8
Chicken King,Ajmer,11303,Railway Quarters ,North Indian,200,Rs.,1000,Very Good,75,Yes,4
Bombay Chowpatty,Ajmer,11303,Ram Ganj,"North Indian, Street Food",150,Rs.,1000,Good,60,Yes,3.9
Raj Thali,Ajmer,11303,Adarsh Nagar,North Indian,150,Rs.,1000,Good,47,No,3.8
Manoj's Kake De Hatti,Ajmer,11303,Ana Sagar Lake,North Indian,400,Rs.,2000,Good,63,No,3.6
Brijwasi,Ajmer,11303,Kotra,"Chinese, Fast Food",200,Rs.,1000,Good,71,Yes,3.9
Sindh Punjab Dhaba,Ajmer,11303,Ana Sagar Lake,"North Indian, Rajasthani",400,Rs.,2000,Good,50,No,3.5
FYI,Ajmer,11303,Ana Sagar Lake,Fast Food,200,Rs.,1000,Very Good,63,No,4
Cafe CSM,Ajmer,11303,Panchsheel Nagar,"South Indian, Fast Food, Italian, North Indian, Chinese, Coffee",300,Rs.,1000,Good,54,No,3.7
Vaishali Restaurant,Ajmer,11303,Ana Sagar Lake,North Indian,150,Rs.,1000,Good,30,No,3.7
Shamby's Cafe,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Cafe, Pizza, Chinese, Coffee",200,Rs.,1000,Good,51,0,3.5
Pehli Manzil,Ajmer,11303,Railway Quarters ,"Continental, Biryani, Beverages, South Indian, Italian, North Indian, Chinese, Rajasthani",300,Rs.,1000,Good,55,No,3.8
Punjabi Tadka,Ajmer,11303,Ana Sagar Lake,Mughlai,250,Rs.,1000,Good,67,Yes,3.6
Midtown Grill,Ajmer,11303,Ana Sagar Lake,"North Indian, Chinese",600,Rs.,2000,Average,38,Yes,3.3
Fry Hood,Ajmer,11303,Ana Sagar Lake,Fast Food,200,Rs.,1000,Average,6,Yes,3.4
Romy's Fine Dine,Ajmer,11303,Ana Sagar Lake,"Chinese, North Indian, Pizza, Biryani",800,Rs.,3000,Good,53,Yes,3.7
Olive Kitchen,Ajmer,11303,Ana Sagar Lake,"Biryani, Italian, North Indian, Salad, Afghan, Kebab",700,Rs.,2000,Good,47,Yes,3.5
Chaska,Ajmer,11303,Kotra,North Indian,0,Rs.,1000,Good,47,Yes,3.5
Pizza Point,Ajmer,11303,Railway Quarters ,"Pizza, Fast Food",250,Rs.,1000,Good,82,Yes,3.7
Thakurani Da Dhaba,Ajmer,11303,Ana Sagar Lake,North Indian,350,Rs.,2000,Average,47,No,2.8
Mast Mahadev Dhaba,Ajmer,11303,Ana Sagar Lake,"Fast Food, North Indian",300,Rs.,1000,Good,63,No,3.7
Krishna Family Dhaba,Ajmer,11303,Ram Ganj,"Fast Food, North Indian, Chinese, Rajasthani",500,Rs.,2000,Good,31,No,3.8
Manoj's Kake Di Hatti,Ajmer,11303,Dhola Bhata Colony,"Fast Food, North Indian, Rajasthani",400,Rs.,2000,Average,52,No,3.4
Status By Silver Leaf,Ajmer,11303,Ana Sagar Lake,North Indian,600,Rs.,2000,Good,52,No,3.9
Riviera Restaurant,Ajmer,11303,Boraj Kazipura,"Biryani, North Indian, Chinese",500,Rs.,2000,Good,42,No,3.5
Goyal Fast Food,Ajmer,11303,Kundan Nagar,"Fast Food, Pizza, Chinese",200,Rs.,1000,Good,41,Yes,3.8
Ashu Sweets,Ajmer,11303,Ram Ganj,"Mithai, Bakery, Fast Food",250,Rs.,1000,Average,12,No,3.4
Royal recepies,Ajmer,11303,Ana Sagar Lake,"Fast Food, North Indian",250,Rs.,1000,Good,32,Yes,3.8
Manoj's Kake Di Hatti,Ajmer,11303,Ana Sagar Lake,"North Indian, Rajasthani",200,Rs.,1000,Average,46,No,3.4
Momos Mania,Ajmer,11303,Dhola Bhata Colony,"Burger, Fast Food, Pizza, Chinese",150,Rs.,1000,Good,41,Yes,3.7
Royal Bakers,Ajmer,11303,Ana Sagar Lake,Bakery,200,Rs.,1000,Good,37,No,3.7
Brown Bake,Ajmer,11303,Kotra,"Mexican, Beverages, Fast Food, Cafe, Italian, North Indian, Chinese, Bakery",350,Rs.,2000,Good,52,No,3.7
Bhola Restaurant,Ajmer,11303,Ana Sagar Lake,North Indian,200,Rs.,1000,Average,39,No,2.8
Malgudi Day's,Ajmer,11303,Panchsheel Nagar,North Indian,150,Rs.,1000,Good,39,No,3.8
Daurani Jethani Ki Rasoi,Ajmer,11303,Ana Sagar Lake,"Fast Food, Sandwich, Pizza, North Indian, Chinese",250,Rs.,1000,Good,51,No,3.6
The Belgian Waffle Co,Ajmer,11303,Panchsheel Nagar,"Ice Cream, Coffee, Desserts",300,Rs.,1000,Good,45,Yes,3.9
The Country & Town Cafe,Ajmer,11303,Kundan Nagar,"Ice Cream, Chinese, Cafe, Sandwich, Fast Food, Beverages, Coffee, Desserts",550,Rs.,2000,Good,35,No,3.8
Jaipur Jungle,Ajmer,11303,Ana Sagar Lake,"Continental, Burger, Beverages, Fast Food, Italian, North Indian, Chinese, Rajasthani",600,Rs.,2000,Average,42,No,3.4
Swami Foods & Bakers,Ajmer,11303,Ana Sagar Lake,Bakery,300,Rs.,1000,Good,29,No,3.5
Cafe Ate Pm,Ajmer,11303,Dhola Bhata Colony,"Chinese, Cafe, Sandwich, Fast Food, North Indian, Coffee, Desserts, Pizza",300,Rs.,1000,Very Good,171,Yes,4.2
Inbox,Ajmer,11303,Pal Bhichala,"Thai, Mexican, Italian",250,Rs.,1000,Good,78,No,3.5
Khokha,Ajmer,11303,Ana Sagar Lake,Cafe,600,Rs.,2000,Good,100,No,3.9
Tea Connect,Ajmer,11303,Ana Sagar Lake,Cafe,400,Rs.,2000,Very Good,122,No,4
Coffo Holic,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Cafe, Italian, North Indian, Bakery, BBQ, Afghan",600,Rs.,2000,Very Good,98,Yes,4
Chaat Chatore,Ajmer,11303,Ana Sagar Lake,"Fast Food, Cafe, Pizza, Street Food",100,Rs.,1000,Average,59,No,3.2
Shamby's Cafe,Ajmer,11303,Ana Sagar Lake,"South Indian, Fast Food, Cafe, Pizza, Chinese, Coffee",200,Rs.,1000,Good,51,0,3.5
Brown Bake,Ajmer,11303,Kotra,"Mexican, Beverages, Fast Food, Cafe, Italian, North Indian, Chinese, Bakery",350,Rs.,2000,Good,52,No,3.7
The Country & Town Cafe,Ajmer,11303,Kundan Nagar,"Ice Cream, Chinese, Cafe, Sandwich, Fast Food, Beverages, Coffee, Desserts",550,Rs.,2000,Good,35,No,3.8
Cafe Coffee Day,Ajmer,11303,Ana Sagar Lake,"Cafe, Desserts, Beverages, Sandwich",300,Rs.,1000,Good,46,Yes,3.9
Cafe Coffee Time,Ajmer,11303,Ana Sagar Lake,"BBQ, Chinese, Cafe, Roast Chicken, Beverages, North Indian, Burger, Pizza",250,Rs.,1000,Good,25,No,3.6
Cafe Cave,Ajmer,11303,Kotra,Cafe,350,Rs.,2000,Good,33,No,3.5
Anurag Restaurant,Ajmer,11303,Pal Bhichala,"Fast Food, Cafe, Desserts, Sandwich, North Indian, Chinese, Ice Cream",250,Rs.,1000,Average,17,No,3.2
Foodways,Ajmer,11303,Kotra,"Fast Food, North Indian, Chinese, Mughlai, Rolls",150,Rs.,1000,Average,20,No,3.2
Neelkamal Restaurant,Ajmer,11303,Railway Quarters ,"Burger, South Indian, Fast Food, Italian, Pizza, Chinese",350,Rs.,2000,Good,23,No,3.5
